Function(Dim), Best, Average, Std, Time(s)
7.23846345343103,8.95530184815945,5.46366181350478,7.31549093929917,8.12374933383778,7.6226165454214,7.12516114351401,7.13226767507177,8.98713951351012,5.96458478393395,7.00030081732664,6.76301296907115,9.06850820855551,7.54425731055046,7.60865566688006,8.93287443043065,7.06281619444187,6.79485969868422,9.10741882786753,5.43920994497014,7.20240170161626,6.99764047323032,7.7919805886518,7.53314949646134,6.46717871811647,6.69740967290898,8.79143816531198,6.53542186263133,8.20038659187969,9.04632107931869,6.80320817706605,7.28516002245612,9.2961199441379,8.29638606726467,5.29159047462003,6.44259667274025,7.91098078139534,7.84873060395942,7.69303199488058,8.08840719997135,6.59799194552775,7.09320716464904,6.86706598810907,9.54121182313944,6.27500135614665,9.78697650621255,5.39922798833727,6.47261548479435,8.0564696774805,8.47272934721547,9.03077923189851,7.09207192596417,6.14181658227483,8.457622706234,7.13582606185519,6.95426079807957,7.67452368128511,8.55459486952386,5.58890079770407,8.30702459436402,
105
