Function(Dim), Best, Average, Std, Time(s)
Sphere(20),1.99893500797557E-06,2.21272929705783E-05,1.59760476089718E-05,0.65313542
Best solution found: 
-7.15740059604859E-05,-0.0001984694530231,-0.00049882136076795,-0.000347265238030374,0.00046402806158859,9.32479694932894E-05,0.000125393657876457,0.000134769558983171,0.00066363633451516,0.000124370331692673,0.00010755906887285,0.000242646394512892,-0.000189592983876545,-1.11314624302094E-05,0.000753737587398014,0.000250047877965892,-7.73704332923667E-05,-7.54831392705011E-05,-0.00025131891417123,-0.000243344088430172,
